"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","tr001_modele_dpe_type_libelle","tr002_type_batiment_description","code_insee_commune_actualise","tv016_departement_code","geo_adresse","geo_score"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",131,"C",23,"D",1989,117.5,46.526381,-0.680898,"Vente","Maison Individuelle","85170","85","17 Rue des martyrs 85240 Foussais-Payré",0.47
"3CL","3CL-DPE, version 1.3","2013-04-12",193,"D",10,"B",2001,123.45,,,"Vente","Maison Individuelle","86600","86",,0
"3CL - DPE","V2012","2013-04-11",390.6,"F",23.83,"D",1981,135.4,45.882442,0.860457,"Vente","Maison Individuelle","87030","87","Rue de la Ribière 87200 Chaillac-sur-Vienne",0.52
"Méthode Facture",,"2013-04-11",128,"C",2,"A",1947,95,,,"Vente","Maison Individuelle","88110","88",,0
"3CL - DPE","V2012","2013-05-02",227.91,"D",53.33,"E",1930,112,48.318483,3.124014,"Vente","Maison Individuelle","89074","89","20 Rue des Caves 89340 Champigny",0.55
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",487,"G",114,"G",1948,95,,,"Vente","Maison Individuelle","90000","90",,0
"3CL","3CL-DPE, version 1.3","2013-04-10",177,"D",41,"E",1984,79.04,,,"Vente","Maison Individuelle","91560","91",,0
"Méthode Facture",,"2013-04-16",379,"F",12,"C",1947,31,,,"Vente","Logement","92600","92",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",347,"F",81,"G",1948,74,,,"Vente","Maison Individuelle","93290","93",,0
"3CL","3CL-DPE, version 1.3","2013-04-12",439,"F",102,"G",1948,64.34,,,"Location","Logement","94130","94",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-11",344,"F",19,"C",1989,39,,,"Vente","Logement","95800","95",,0
"3CL","Version 1.3","2013-04-08",319.91,"E",18.2,"C",1976,102.38,48.3731394,6.9259729,"Vente","Maison Individuelle","63000","01","Chemin de la Bruyère Moyenmoutier",0.76
"3CL - DPE","V2012","2013-04-23",373.3,"F",19.83,"C",1949,48,,,"Vente","Logement","2304","02",,0
"Méthode Facture",,"2013-04-24",192,"D",2,"A",1947,250,46.128443,3.325279,"Vente","Maison Individuelle","03110","03","12 Route de Vendat 03110 Espinasse-Vozelle",0.46
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-10",571,"G",34,"D",1983,57,43.7679617,1.4480438,"Vente","Maison Individuelle","04500","04","Chemin de Sainte-Croix Gargas",0.91
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-20",631,"G",38,"E",1978,44,,,"Vente","Logement","05600","05",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-11",63,"B",14,"C",2006,95.45,,,"Location","Logement","06270","06",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",279,"E",3,"A",1948,173,,,"Vente","Maison Individuelle","07400","07",,0
"Méthode Facture",,"2013-05-03",0,"N",0,"N",1947,60,,,"Vente","Maison Individuelle","08000","08",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",123,"C",28,"D",1989,131.79,,,"Vente","Maison Individuelle",,"09",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",246,"E",14,"C",2006,103.38,48.212424,4.090748,"Vente","Maison Individuelle","10260","10","22 Rue des Clos 10800 Moussey",0.47
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",195,"D",9,"B",1989,35,,,"Vente","Maison Individuelle","11430","11",,0
"3CL - DPE","V2012","2013-05-10",477.58,"G",122.91,"G",1974,76.43,,,"Location","Maison Individuelle","12043","12",,0
"3CL","3CL-DPE, version 1.3","2013-04-12",210,"D",12,"C",1981,94.32,43.743835,4.792798,"Vente","Maison Individuelle","13011","13","chemin des jardins 13520 Les Baux-de-Provence",0.34
"3CL","3CL-DPE, version 1.3","2013-04-14",287,"E",15,"C",1989,95,,,"Vente","Maison Individuelle","14790","14",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-21",269,"E",63,"F",1948,108,,,"Vente","Maison Individuelle","15000","15",,0
"FACTURE - DPE","V2012","2013-04-09",28.26,"A",6.61,"B",2006,87.5,45.631007,0.165321,"Neuf","Maison Individuelle","16015","16","Hameau des Rossignols 16000 Angoulême",0.85
"3CL - DPE","V2012","2013-04-12",185.9,"D",3.54,"A",1949,136.58,45.76274,-1.148453,"Vente","Maison Individuelle","17452","17","55 Rue Bouffard 17390 La Tremblade",0.63
"3CL - DPE","V2012","2013-04-25",0,"N",0,"N",1800,77.32,,,"Vente","Maison Individuelle","18014","18",,0
"Méthode Facture",,"2013-05-16",122,"C",3,"A",1947,58,45.349488,1.638347,"Vente","Logement","19100","19","26 Rue Hortense Martin 19700 Lagraulière",0.45
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-23",189,"D",7,"B",2001,50.52,,,"Vente","Logement","21000","21",,0
"FACTURE","VERSION_2012","2013-05-01",410.77,"F",13.37,"C",1947,70,48.705241,-3.390831,"Vente","Maison Individuelle","22030","22","Runangoff 22300 Caouënnec-Lanvézéac",0.44
"TROIS_CL_DPE","VERSION_2012","2013-04-23",678.34,"G",36.63,"E",1966,92,46.254799,1.803758,"Vente","Maison Individuelle","23036","23","1 peurousseau 23320 Bussière-Dunoise",0.34
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",226,"D",10,"B",2006,90,,,"Vente","Maison Individuelle","24200","24",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",638,"G",168,"G",1948,90,,,"Vente","Maison Individuelle","25200","25",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-18",209,"D",49,"E",1948,103.89,,,"Vente","Maison Individuelle","26800","26",,0
"TROIS_CL_DPE","VERSION_2012","2013-04-22",166.83,"D",39.03,"E",2008,106,49.178294,1.336151,"Location","Maison Individuelle","27022","27","14 Rue de Verdun 27940 Le Val d'Hazey",0.46
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",380,"F",21,"D",1948,77,48.538401,1.153282,"Vente","Maison Individuelle","28130","28","18 Rue de Milleschamps 28250 Digny",0.43
"TROIS_CL_DPE","VERSION_2012","2013-04-23",240.53,"E",53.8,"E",1968,96.74,47.856283,-4.038611,"Vente","Maison Individuelle","29058","29","15 Chemin de Ménez Rouz 29170 Fouesnant",0.66
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",138,"C",32,"D",7000,94.73,,,"Location","Logement","20000","2A",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",130,"C",5,"A",2006,129.59,,,"Vente","Maison Individuelle","20233","2B",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-17",181,"D",9,"B",2006,72,,,"Vente","Logement","30420","30",,0
"3CL","3CL-DPE, version 1.3","2013-04-09",221,"D",11,"C",2001,49.41,,,"Vente","Logement","31300","31",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",448,"F",57,"F",1948,92,,,"Vente","Maison Individuelle","32190","32",,0
"3CL","3CL-DPE, version 1.3","2013-04-10",160,"D",7,"B",2006,127.88,,,"Vente","Maison Individuelle","33650","33",,0
"3CL","3CL-DPE, version 1.3","2013-04-09",437,"F",42,"E",1948,43.86,,,"Location","Logement","34080","34",,0
"Facture","facture","2013-04-12",0,"N",0,"N",1948,30,48.188557,-1.227916,"Vente","Maison Individuelle","35330","35","La Gillouardais 35500 Taillis",0.43
"Méthode Facture",,"2013-04-12",204,"D",31,"D",1947,147,,,"Vente","Maison Individuelle","36160","36",,0
"3CL - DPE","V2012","2013-04-11",112.31,"C",33.69,"D",1900,133.07,,,"Vente","Maison Individuelle","37047","37",,0
"Méthode Facture",,"2013-04-05",217,"D",65,"F",1,50.46,,,"Vente","Logement","38270","38",,0
"3CL - DPE","V2012","2013-05-04",262.83,"E",10.11,"B",1975,88,46.872955,5.434772,"Vente","Maison Individuelle","39472","39","1 Chemin de la Louvaire 39230 Rye",0.93
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-18",179,"D",8,"B",2006,95,43.662641,-0.804209,"Location","Maison Individuelle","40090","40","Route de Biarnès 40360 Donzacq",0.44
"3CL - DPE","V2012","2013-04-15",200.64,"D",60.19,"F",1974,164.67,47.496315,1.114038,"Vente","Maison Individuelle","41137","41","22 Route de la Grivelière 41150 Mesland",0.77
"3CL - DPE","V2012","2013-04-09",318.57,"E",74.55,"F",1970,75.93,45.434006,4.41554,"Vente","Logement","42218","42","146 rue de la richelandière 42100 Saint-Étienne",0.98
"3CL - DPE","V2012","2013-04-04",329.24,"E",18.54,"C",2008,91.64,45.402784,3.311751,"Vente","Maison Individuelle","43185","43","3 Impasse Marielle et Elvire Barbier 43250 Sainte-Florine",0.45
"3CL - DPE","V2012","2013-04-11",319.73,"E",17.31,"C",2002,82.2,47.27738,-1.288159,"Vente","Maison Individuelle","44008","44","3 Rue Sainte-anne 44450 Divatte-sur-Loire",0.96
"TROIS_CL_DPE","VERSION_2012","2013-04-15",319.72,"E",17.91,"C",2004,43.04,,,"Location","Logement","45006","45",,0
"3CL - DPE","V2012","2013-05-07",201.16,"D",45.34,"E",1974,201,,,"Vente","Maison Individuelle","46241","46",,0
"3CL - DPE","V2012","2013-05-02",149.26,"C",7.26,"B",1991,124,,,"Vente","Maison Individuelle","47017","47",,0
"Méthode Facture",,"2013-05-07",0,"N",0,"N",1947,75,,,"Vente","Maison Individuelle","48250","48",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",621,"G",38,"E",1948,86,47.404658,-0.921175,"Vente","Maison Individuelle","49160","49","Rue du Champ de Foire 49123 Ingrandes-Le Fresne sur Loire",0.45
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",285,"E",85,"G",1948,140,,,"Vente","Maison Individuelle","50690","50",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-24",300,"E",16,"C",1978,98,48.640368,4.688924,"Vente","Maison Individuelle","51300","51","17 Grande Rue 51290 Isle-sur-Marne",0.31
"Méthode Facture",,"2013-05-06",360,"F",6,"B",1947,113,48.052954,5.588893,"Vente","Maison Individuelle","52320","52","Rue de la Grande Violette 52240 Merrey",0.33
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",260,"E",54,"E",1948,85,48.118835,-0.711707,"Location","Maison Individuelle","53140","53","19 Rue des Vallons 53950 Louverné",0.39
"3CL - DPE","V2012","2013-04-15",324.64,"E",18.68,"C",1974,56.08,,,"Vente","Maison Individuelle","001","54",,0
"Méthode Facture",,"2013-04-17",0,"N",0,"N",1947,68,49.335826,5.116506,"Vente","Maison Individuelle","55140","55","4 Rue de la Fontaine 55110 Cunel",0.3
"3CL","3CL-DPE, version 1.3","2013-04-10",355,"F",80,"F",1948,65,,,"Vente","Maison Individuelle","56870","56",,0
"TROIS_CL_DPE","VERSION_2012","2013-04-12",292.08,"E",87.62,"G",1960,152.8,,,"Vente","Maison Individuelle","57048","57",,0
"3CL - DPE","V2012","2013-05-03",212,"D",11,"C",2005,91,,,"Vente","Maison Individuelle","02198","58",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",137,"C",32,"D",1983,159,,,"Vente","Maison Individuelle","59930","59",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",272,"E",16,"C",1948,150,,,"Vente","Maison Individuelle","60000","60",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",570,"G",35,"D",1948,52,48.739436,0.389092,"Vente","Maison Individuelle","61150","61","8 Rue des Jardins 61370 Échauffour",0.44
"3CL - DPE","V2012","2013-04-12",250.75,"E",58.68,"F",1930,118.6,50.52898,2.628449,"Vente","Maison Individuelle","62119","62","120 Rue de Fouquereuil 62400 Béthune",0.97
"3CL - DPE","V2012","2013-04-12",0,"N",0,"N",1920,42,45.444782,3.287929,"Vente","Maison Individuelle","63031","63","Rue des Combes 63570 Beaulieu",0.94
"Méthode Facture",,"2013-04-19",255,"E",59,"F",1947,53.1,,,"Vente","Logement","64200","64",,0
"3CL - DPE","V2012","2013-04-15",646.25,"G",40.7,"E",1956,88.7,,,"Vente","Maison Individuelle","65360","65",,0
"3CL - DPE","V2012","2013-04-04",0,"N",0,"N",1900,65,42.568255,2.32296,"Vente","Maison Individuelle","66193","66","45 Rue du Sola 66360 Serdinya",0.74
"3CL - DPE","V2012","2013-04-17",302.14,"E",15.89,"C",1983,59,48.271844,7.400608,"Vente","Logement","67073","67","13 Rue Clemenceau 67730 Châtenois",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",289,"E",86,"G",1978,89,47.778949,7.281457,"Vente","Maison Individuelle","68270","68","5 Rue Deck 68120 Richwiller",0.46
"3CL","3CL-DPE, version 1.3","2013-04-10",117,"C",27,"D",1948,95,,,"Location","Logement","69470","69",,0
"3CL - DPE","V2012","2013-04-23",224.98,"D",12.56,"C",1947,128,47.62985,6.649898,"Vente","Maison Individuelle","70064","70","4 Route de Courmont 70400 Belverne",0.4
"Méthode Facture",,"2013-04-18",0,"N",0,"N",1947,76,,,"Vente","Maison Individuelle","71130","71",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",154,"D",36,"E",1948,168,,,"Vente","Maison Individuelle","72000","72",,0
"Méthode Facture",,"2013-05-03",313,"E",73,"F",1947,60,,,"Location","Logement","73300","73",,0
"3CL","3CL-DPE, version 1.3","2013-04-11",507,"G",27,"D",1975,20.9,,,"Vente","Logement","74110","74",,0
"Méthode Facture",,"2013-04-11",324,"E",75,"F",1947,54.89,,,"Vente","Logement","75012","75",,0
"3CL - DPE","V2012","2013-04-10",251.07,"E",58.75,"F",1965,61.8,49.748808,0.459173,"Vente","Logement","76183","76","Rue de la Gare 76400 Colleville",0.41
"FACTURE","VERSION_2012","2013-04-11",104.95,"C",1.62,"A",1900,54,48.989215,3.166539,"Location","Logement","77078","77","Rue de Vaux 77260 Chamigny",0.33
"FACTURE","VERSION_2012","2013-04-12",261.42,"E",0,"A",1970,8.75,48.81497,2.137595,"Vente","Logement","78646","78","9 Rue Mansart 78000 Versailles",0.97
"3CL - DPE","V2012","2013-04-10",398.09,"F",86.58,"G",1963,71.5,46.823742,-0.660334,"Vente","Maison Individuelle","79062","79","1 Rue Bir Hakeim 79140 Cerizay",0.72
"Méthode Facture",,"2013-04-11",196,"D",36,"E",1947,154,,,"Vente","Maison Individuelle","80300","80",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",161,"D",37,"E",1948,142.44,,,"Vente","Maison Individuelle","81000","81",,0
"3CL - DPE","V2012","2013-04-24",234.65,"E",4.47,"A",1999,99.86,44.033073,1.354823,"Vente","Maison Individuelle","82121","82","990 Avenue de Falguières 82000 Montauban",0.98
"3CL - DPE","V2012","2013-04-09",129.95,"C",30.41,"D",1961,52.71,43.085475,6.107946,"Vente","Logement","83034","83","6 Avenue des Alouettes 83320 Carqueiranne",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",479,"G",25,"D",1948,118.25,,,"Vente","Maison Individuelle","84400","84",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",343,"F",103,"G",1948,95,46.488393,-0.704099,"Vente","Maison Individuelle","85170","85","le pre bouton 85240 Foussais-Payré",0.35
"3CL - DPE","V2012","2013-04-15",290.32,"E",54.57,"E",1972,151,46.542327,0.288261,"Vente","Maison Individuelle","86088","86","La Berlandrie 86240 Croutelle",0.32
"3CL - DPE","V2012","2013-04-16",443.48,"F",103.78,"G",1953,98,,,"Vente","Maison Individuelle","87030","87",,0
"3CL - DPE","V2012","2013-04-13",375.22,"F",50.22,"E",1962,90,,,"Vente","Maison Individuelle","88002","88",,0
"Méthode Facture",,"2013-04-16",568,"G",155,"G",1947,70,,,"Vente","Maison Individuelle","89420","89",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",315,"E",18,"C",1983,65.94,,,"Location","Logement","90000","90",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",345,"F",19,"C",1989,27.5,,,"Location","Logement","91430","91",,0
"3CL","Version 1.3","2013-04-17",182.63,"D",42.74,"E",1978,69.56,,,"Location","Logement","63000","92",,0
"FACTURE","VERSION_2012","2013-04-16",238.69,"E",55.85,"E",1930,81,48.959346,2.351943,"Vente","Maison Individuelle","93079","93","40 Rue Gabriel Péri 93430 Villetaneuse",0.97
"3CL - DPE","V2012","2013-04-13",210.37,"D",10.01,"B",2007,82,48.838817,2.509028,"Vente","Logement","94058","94","82 Avenue du Général de Gaulle 94170 Le Perreux-sur-Marne",0.98
"Méthode Facture",,"2013-04-12",157,"D",4,"A",1947,104.2,,,"Vente","Logement","95170","95",,0
"3CL","Version 1.3","2013-04-05",148.09,"C",34.65,"D",2004,114.8,,,"Vente","Maison Individuelle","63000","01",,0
"3CL - DPE","V2012","2013-04-24",169.12,"D",37.84,"E",1949,86,,,"Vente","Logement","2304","02",,0
"Méthode Facture",,"2013-04-16",431,"F",12,"C",1,70.8,,,"Location","Logement","03000","03",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-10",75,"B",17,"C",1992,140,,,"Vente","Maison Individuelle","04160","04",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",278,"E",14,"C",1989,63.75,,,"Vente","Logement","05200","05",,0
"Méthode Facture",,"2013-04-13",294,"E",68,"F",1947,72.47,,,"Location","Logement","06600","06",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",341,"F",4,"A",1948,116,,,"Vente","Maison Individuelle","07400","07",,0
"Méthode Facture",,"2013-05-03",0,"N",0,"N",1947,45.77,,,"Vente","Logement","08000","08",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",348,"F",81,"G",1948,41.15,44.7508103,5.3728951,"Location","Logement","09300","09","Avenue Maréchal Leclerc (Pont) Die",0.72
"Méthode Facture",,"2013-05-03",0,"N",0,"N",1947,35,,,"Location","Logement","10000","10",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",195,"D",9,"B",1989,35,,,"Vente","Maison Individuelle","11430","11",,0
"3CL - DPE","V2012","2013-05-10",477.58,"G",122.91,"G",1974,76.43,,,"Location","Maison Individuelle","12043","12",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-14",199,"D",46,"E",1948,88.55,,,"Vente","Logement","13190","13",,0
"Méthode Facture",,"2013-04-17",0,"N",0,"N",1947,16,,,"Vente","Logement","14360","14",,0
"Méthode Facture",,"2013-05-21",202,"D",29,"D",1947,80,,,"Vente","Logement","15000","15",,0
"FACTURE - DPE","V2012","2013-04-09",28.32,"A",6.63,"B",2006,87.5,45.631007,0.165321,"Neuf","Maison Individuelle","16015","16","Hameau des Rossignols 16000 Angoulême",0.85
"3CL - DPE","V2012","2013-04-11",0,"N",0,"N",1900,75,46.162162,-1.14895,"Vente","Logement","17300","17","4 Rue des Cloutiers 17000 La Rochelle",0.97
"3CL - DPE","V2012","2013-04-26",215.33,"D",10.53,"B",1998,86.43,47.30395,2.462521,"Vente","Maison Individuelle","18001","18","Les Loges 18250 Achères",0.36
"Méthode Facture",,"2013-05-17",239,"E",38,"E",1947,104,,,"Vente","Maison Individuelle","19100","19",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-25",260,"E",60,"F",1948,51,,,"Location","Logement","21000","21",,0
"TROIS_CL_DPE","VERSION_2012","2013-05-01",224.24,"D",10.43,"B",1978,77.34,48.704041,-3.37482,"Vente","Maison Individuelle","22030","22","7 Rue de la Mairie 22300 Caouënnec-Lanvézéac",0.37
"TROIS_CL_DPE","VERSION_2012","2013-04-23",397.75,"F",22.87,"D",1966,75,,,"Location","Maison Individuelle","23060","23",,0
"3CL - DPE","V2012","2013-05-06",241.63,"E",54.63,"E",1974,142.44,,,"Vente","Maison Individuelle","24074","24",,0
"Méthode Facture",,"2013-05-02",0,"N",0,"N",1947,80.7,47.2731534,6.004642,"Vente","Maison Individuelle","25000","25","Chemin de Valentin Besançon",0.78
"Méthode Facture",,"2013-04-19",253,"E",58,"F",1,67,,,"Vente","Logement","26780","26",,0
"TROIS_CL_DPE","VERSION_2012","2013-04-22",110.25,"C",25.79,"D",2004,106.38,49.178294,1.336151,"Location","Maison Individuelle","27022","27","14 Rue de Verdun 27940 Le Val d'Hazey",0.46
"Méthode Facture",,"2013-04-17",173,"D",5,"A",1947,301,,,"Vente","Maison Individuelle","28700","28",,0
"3CL - DPE","V2012","2013-04-23",280.3,"E",13.11,"C",1982,85.39,47.897777,-3.440246,"Vente","Maison Individuelle","29002","29","Kerouarn 29300 Arzano",0.54
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",361,"F",19,"C",1948,54.87,,,"Location","Logement","20137","2A",,0
"3CL - DPE","V2012","2013-05-20",229.25,"D",9.68,"B",2000,44.69,42.598152,8.82427,"Vente","Logement","20150","2B","cocody village 20260 Lumio",0.38
"Méthode Facture",,"2013-04-15",307,"E",10,"B",1947,119.6,,,"Vente","Logement","30160","30",,0
"3CL","3CL-DPE, version 1.3","2013-04-09",166,"D",8,"B",1989,85,43.278813,1.630148,"Location","Maison Individuelle","31100","31","Avenue de Saverdun 31560 Calmont",0.37
"TROIS_CL_DPE","VERSION_2012","2013-04-19",208.37,"D",10.65,"B",1985,100,43.697005,0.081782,"Vente","Maison Individuelle","32001","32","Impasse des Ecoles 32290 Aignan",0.3
"3CL","3CL-DPE, version 1.3","2013-04-09",383,"F",19,"C",1948,31.88,,,"Location","Maison Individuelle","33850","33",,0
"3CL - DPE","V2012","2013-04-12",220.11,"D",10.93,"B",1989,87,43.659462,4.005961,"Vente","Maison Individuelle","34022","34","2 Rue Edouard Manet 34670 Baillargues",0.96
"Méthode Facture",,"2013-04-15",196,"D",45,"E",1,15.12,,,"Vente","Logement","35700","35",,0
"Méthode Facture",,"2013-04-10",159,"D",37,"E",1947,65.73,,,"Vente","Maison Individuelle","36100","36",,0
"Méthode Facture",,"2013-04-08",413,"F",96,"G",1,26,,,"Location","Logement","37000","37",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-11",226,"D",8,"B",2006,105,45.376468,5.543209,"Vente","Maison Individuelle","38270","38","Lotissement le Mas de la Murette 38140 La Murette",0.35
"3CL - DPE","V2012","2013-05-07",288,"E",67,"F",1975,70,47.091124,5.485025,"Location","Logement","39198","39","38 Avenue Georges Pompidou 39100 Dole",0.97
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",201,"D",6,"B",2005,80,43.656309,-0.805272,"Vente","Maison Individuelle","40090","40","Rue de l'Eglise 40360 Donzacq",0.37
"3CL - DPE","V2012","2013-04-15",276.81,"E",64.77,"F",1975,108.25,47.608259,1.138565,"Vente","Maison Individuelle","41101","41","21 Rue du Moulin à Vent 41190 Herbault",0.95
"Méthode Facture",,"2013-04-24",160,"D",37,"E",1947,116.5,,,"Vente","Maison Individuelle","42370","42",,0
"3CL - DPE","V2012","2013-04-02",213.11,"D",6.94,"B",1900,123,45.337949,3.732014,"Vente","Maison Individuelle","43128","43","Le Bourg 43160 Malvières",0.94
